description,price,rating,review_count,url
"Inspiron 15 3000 Series 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 32GB DDR4 RAM, 1TB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",$474.87,4.1 out of 5 stars,642,https://www.amazon.com/Dell-Inspiron-3511-Touchscreen-i5-1135G7/dp/B0B29C364N/ref=sr_1_11?dib=eyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I&dib_tag=se&keywords=dell+laptop&qid=1735050315&sr=8-11
"Laptop, Traditional Laptop Computer, 15.6"" 1080P Full HD, Intel Celeron N5095 Processors, 16GB DDR4 512GB SSD, 2.4G/5G WiFi, Bluetooth 4.2, 38000mWh Battery",2 capacities,4.4 out of 5 stars,177,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTAzNTQyNjkzMDc2NjQ2OjE3MzUwNTAzMTU6c3BfbXRmOjMwMDU4ODg3NzQ3NjEwMjo6MDo6&url=%2FMaypug-Traditional-Computer-Processors-Bluetooth%2Fdp%2FB0DJNGM1PZ%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050315%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Inspiron 5645 Laptop - 16.0 16:10 FHD+ (1920 x 1200) Display, AMD Ryzen 7-8840U, 16GB DDR5 RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, Onsite & Migrate Services - Midnight Blue",2 capacities,4.0 out of 5 stars,101,https://www.amazon.com/Dell-Inspiron-5645-Laptop-Graphics/dp/B0CZ59B6MH/ref=sr_1_13?dib=eyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I&dib_tag=se&keywords=dell+laptop&qid=1735050315&sr=8-13
"Dell Latitude 7490 14 HD Anti-Glare, Intel Core i5-8350U, 16GB DDR4, 256GB Solid State Drive, Webcam, Bluetooth, Windows 10Pro (Renewed)",2 capacities,4.1 out of 5 stars,663,https://www.amazon.com/Dell-Latitude-7490-Anti-Glare-Bluetooth/dp/B08FCPDH64/ref=sr_1_14?dib=eyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I&dib_tag=se&keywords=dell+laptop&qid=1735050315&sr=8-14
"2023 Inspiron 15 Business Laptop, 15.6"" 1920x1080 FHD, 12th Gen Intel i5-1235U 4.4 GHz,16G RAM, 512G SSD, Win 11 Pro, Webcam, Bluetooth, Carbon Black",$439.95,5.0 out of 5 stars,1,https://www.amazon.com/Inspiron-Business-1920x1080-i5-1235U-Bluetooth/dp/B0CKFKR3VC/ref=sr_1_15?dib=eyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I&dib_tag=se&keywords=dell+laptop&qid=1735050315&sr=8-15
"Inspiron 3530 Laptop - 15.6-inch FHD (1920 x 1080) Touchscreen Display, Intel Core i7-1355U, 16GB DDR4 RAM, 1TB SSD, Intel Iris Xe Graphics, Windows 11 Home, 6-Months Migrate - Platinum Silver",2 capacities,4.1 out of 5 stars,253,https://www.amazon.com/Dell-Inspiron-3530-Laptop-Touchscreen/dp/B0CRZFMPSV/ref=sr_1_16?dib=eyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I&dib_tag=se&keywords=dell+laptop&qid=1735050315&sr=8-16
"Newest Vostro 3520 Business Laptop, 15.6"" HD Display, Intel Core i5-1135G7 Processor, 8GB DDR4 RAM, 256GB PCIe SSD, Webcam, HDMI, Wi-Fi, Windows 11 Pro, Black",9 capacities,3.7 out of 5 stars,10,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTAzNTQyNjkzMDc2NjQ2OjE3MzUwNTAzMTU6c3BfbXRmOjMwMDE1MDIyNTQzMTUwMjo6MDo6&url=%2FDell-Business-Display-i5-1135G7-Processor%2Fdp%2FB0B7V7JWT4%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050315%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"2023 Newest Inspiron 15 3520 Laptop, 15.6"" FHD Display, Intel Core i5-1135G7 up to 4.2GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Wi-Fi, Bluetooth, Windows 11 Home",,4.1 out of 5 stars,46,https://www.amazon.com/Dell-Inspiron-15-3520-Laptop/dp/B0CGL5PWX3/ref=sr_1_18?dib=eyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I&dib_tag=se&keywords=dell+laptop&qid=1735050315&sr=8-18
"2024 Inspiron 15 Business Laptop, Free Microsoft Office 2021 with Lifetime License, 15.6"""" Touchscreen FHD, Intel 10-Core i5-1235U, 32GB DDR4 RAM, 1TB PCIe SSD, Windows 11 Pro, Black, 3520I512T",$533.00,3.0 out of 5 stars,11,https://www.amazon.com/Dell-Inspiron-Microsoft-Touchscreen-3520I512T/dp/B0D3CKB2MH/ref=sr_1_19?dib=eyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I&dib_tag=se&keywords=dell+laptop&qid=1735050315&sr=8-19
"Inspiron 15 3520 Business Laptop, 15.6"" FHD Display, 12th Gen Intel Core i3-1215U (6 cores), 16GB RAM, 512GB SSD, Intel UHD Graphics, Wi-Fi 6, Bluetooth, Anti-Glare, Windows 11 Home",$407.00,4.1 out of 5 stars,15,https://www.amazon.com/Dell-Inspiron-Business-Bluetooth-Anti-Glare/dp/B0CKPK1SYG/ref=sr_1_20?dib=eyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I&dib_tag=se&keywords=dell+laptop&qid=1735050315&sr=8-20
"XPS 15 9530 Business Laptop (15.6"" FHD+, Intel 10-Core i7-13620H (Beat i9-12900H), 32GB DDR5 RAM, 1TB SSD), Backlit, Fingerprint, Thunderbolt 4, Wi-Fi 6, IST HUB, Win 11 Pro w/AI Copilot, Silver",,4.2 out of 5 stars,24,https://www.amazon.com/Dell-XPS-9530-Fingerprint-Thunderbolt/dp/B0CC2566C5/ref=sr_1_21?dib=eyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I&dib_tag=se&keywords=dell+laptop&qid=1735050315&sr=8-21
"12GB RAM, 512GB SSD Laptop, Expandable 1TB, with Intel N5095 High-Speed Performance Laptop Computer, and 15.6"" Full HD Display, Dual-Band WiFi, 178° Open Angle, Dual Speakers",$259.99,4.0 out of 5 stars,29,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTAzNTQyNjkzMDc2NjQ2OjE3MzUwNTAzMTU6c3BfYnRmOjMwMDU2NzQ0OTU2MDQwMjo6MDo6&url=%2FApoloSign-Expandable-High-Speed-Performance-Dual-Band%2Fdp%2FB0D3TF989H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.TVc_T7BcYL4xHHaNn0oDc-rhtFXWVoF4nEiIPxUKGnB20rZDbxbeDl5tO_gocknbp07rkLmQamOBY73JFhxy1w-s3ZmylAxICXNg_U7UCLAJGrtKxyPK6nAZlXqWeOHsMK9kSkaZGxIhSeArrQuJPH1MUBKkf10-yR2Nw8oM8kZp46D879FesL483wb_8MXka89tpNcn6lQCH_FR1exGzxVxhrs1OxrYmpb1e7Orjpk.rafLVrxdbdFRaMVA0HaEkBYTVW3rGo4b9NMxcEs-65I%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050315%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Latitude 5420 14 5000 14"" Touchscreen FHD Business Laptop Computer, Intel i5-1145G7 (Beat i7-1065G7), 16GB DDR4 RAM, 512GB PCIe SSD, WiFi 6, Bluetooth, Backlit Keyboard, Windows 10 Pro",6 capacities,5.0 out of 5 stars,4,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjUyNjAxMzM2MjIwMjgyOjE3MzUwNTAzMzc6c3BfYXRmX25leHQ6MzAwMzgwNTE5Nzg1MDAyOjowOjo&url=%2FDell-5420-Touchscreen-i5-1145G7-i7-1065G7%2Fdp%2FB0DFBQDQJK%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.oIJ2SIh5W0iKpbLmCFGuEgxqVLoeixmTKj63vN4yNJi_8jdyP38pXG5CQjrA0kLIyZwSxJOoQWalZkd-L4DlqyoHaYwdHKtomznILDKBq5CN7UCccrGwC1o7Xjqh8d3ZXVai2BAn6UWT5A5c0yH8m1U-R76hsRyZFyVvzBAUFEUvBAbAaXS2-HbZt7fDG1cne3wavr0Vdw2dFy_zZSw3p1CMR8GtvY0gB3PNAvn7glk.a4kGObquXUT6KeFlnQSBRm7a9BsS0tp0Fb8-XjZCD2E%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050337%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"2025 New Laptop Computer, 8GB RAM, 128GB SSD, Quad-Core N5095 Processor Laptop, 14"" HD Display Laptops, Support WiFi 5, Bluetooth 5.0, USB 3.0, Webcam, Pre-Installed Office Pro Plus 2024",$199.00,4.0 out of 5 stars,11,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjUyNjAxMzM2MjIwMjgyOjE3MzUwNTAzMzc6c3BfYXRmX25leHQ6MzAwNTUyNDAyNDE5MTAyOjowOjo&url=%2FWIPEMIK-Quad-Core-Processor-Bluetooth-Pre-Installed%2Fdp%2FB0DFHC73MX%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.oIJ2SIh5W0iKpbLmCFGuEgxqVLoeixmTKj63vN4yNJi_8jdyP38pXG5CQjrA0kLIyZwSxJOoQWalZkd-L4DlqyoHaYwdHKtomznILDKBq5CN7UCccrGwC1o7Xjqh8d3ZXVai2BAn6UWT5A5c0yH8m1U-R76hsRyZFyVvzBAUFEUvBAbAaXS2-HbZt7fDG1cne3wavr0Vdw2dFy_zZSw3p1CMR8GtvY0gB3PNAvn7glk.a4kGObquXUT6KeFlnQSBRm7a9BsS0tp0Fb8-XjZCD2E%26dib_tag%3Dse%26keywords%3Ddell%2Blaptop%26qid%3D1735050337%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
